"","federal_subject","cases","recov","deaths","active","edit_date"
"1237","Udmurtia",9,3,0,6,"14:20 9 April 2020"
"1238","Kemerovo Oblast",7,3,0,4,"14:20 9 April 2020"
"1239","Karachay-Cherkessia",6,0,0,6,"14:20 9 April 2020"
"1240","Jewish Autonomous Oblast",6,0,0,6,"14:20 9 April 2020"
"1241","Khakassia",6,1,0,5,"14:20 9 April 2020"
"1242","Ulyanovsk Oblast",6,1,0,5,"14:20 9 April 2020"
"1243","Kamchatka Krai",5,0,0,5,"14:20 9 April 2020"
"1244","Sevastopol",5,2,0,3,"14:20 9 April 2020"
"1245","Zabaykalsky Krai",4,1,0,3,"14:20 9 April 2020"
"1246","Amur Oblast",4,1,0,3,"14:20 9 April 2020"
"1247","Tomsk Oblast",4,1,0,3,"14:20 9 April 2020"
"1248","Kurgan Oblast",3,1,0,2,"14:20 9 April 2020"
"1249","Republic of Karelia",2,0,0,2,"14:20 9 April 2020"
"1250","Magadan Oblast",1,1,0,0,"14:20 9 April 2020"
"1251","Moscow",7822,350,50,7421,"15:57 10 April 2020"
"1252","Moscow Oblast",930,66,13,851,"15:57 10 April 2020"
"1253","Saint Petersburg",408,43,4,361,"15:57 10 April 2020"
"1254","Komi Republic",208,1,3,204,"15:57 10 April 2020"
"1255","Leningrad Oblast",129,3,0,126,"15:57 10 April 2020"
"1256","Krasnodar Krai",125,15,3,107,"15:57 10 April 2020"
"1257","Nizhny Novgorod Oblast",119,14,1,102,"15:57 10 April 2020"
"1258","Bryansk Oblast",97,3,0,94,"15:57 10 April 2020"
"1259","Tula Oblast",71,7,0,64,"15:57 10 April 2020"
"1260","Penza Oblast",67,1,1,65,"15:57 10 April 2020"
"1261","Murmansk Oblast",67,5,0,62,"15:57 10 April 2020"
"1262","Mari El",63,2,1,60,"15:57 10 April 2020"
"1263","Kaliningrad Oblast",62,9,0,53,"15:57 10 April 2020"
"1264","Buryatia",61,12,1,48,"15:57 10 April 2020"
"1265","Sverdlovsk Oblast",61,25,0,36,"15:57 10 April 2020"
"1266","Ivanovo Oblast",60,7,0,53,"15:57 10 April 2020"
"1267","Dagestan",58,4,0,54,"15:57 10 April 2020"
"1268","Lipetsk Oblast",55,9,0,46,"15:57 10 April 2020"
"1269","Stavropol Krai",52,6,1,45,"15:57 10 April 2020"
"1270","Tatarstan",50,11,0,39,"15:57 10 April 2020"
"1271","Perm Krai",45,6,3,36,"15:57 10 April 2020"
"1272","Vladimir Oblast",42,0,1,41,"15:57 10 April 2020"
"1273","Yamalo-Nenets Autonomous Okrug",41,0,1,40,"15:57 10 April 2020"
"1274","Khanty-Mansi Autonomous Okrug",41,4,0,37,"15:57 10 April 2020"
"1275","Ulyanovsk Oblast",40,2,0,38,"15:57 10 April 2020"
"1276","Bashkortostan",40,6,0,34,"15:57 10 April 2020"
"1277","Krasnoyarsk Krai",39,8,0,31,"15:57 10 April 2020"
"1278","Vologda Oblast",38,0,0,38,"15:57 10 April 2020"
"1279","Ryazan Oblast",38,3,0,35,"15:57 10 April 2020"
"1280","Voronezh Oblast",37,9,0,28,"15:57 10 April 2020"
"1281","Saratov Oblast",34,2,0,32,"15:57 10 April 2020"
"1282","Chelyabinsk Oblast",34,10,0,24,"15:57 10 April 2020"
"1283","Tambov Oblast",33,3,0,30,"15:57 10 April 2020"
"1284","Chuvashia",32,1,0,31,"15:57 10 April 2020"
"1285","Ingushetia",29,0,0,29,"15:57 10 April 2020"
"1286","Rostov Oblast",29,2,0,27,"15:57 10 April 2020"
"1287","Republic of Crimea",29,7,0,22,"15:57 10 April 2020"
"1288","Kirov Oblast",29,8,0,21,"15:57 10 April 2020"
"1289","Volgograd Oblast",28,5,0,23,"15:57 10 April 2020"
"1290","Khabarovsk Krai",28,6,1,21,"15:57 10 April 2020"
"1291","North Ossetia-Alania",27,1,1,25,"15:57 10 April 2020"
"1292","Kabardino-Balkaria",27,2,0,25,"15:57 10 April 2020"
"1293","Belgorod Oblast",26,1,0,25,"15:57 10 April 2020"
"1294","Orenburg Oblast",25,4,1,20,"15:57 10 April 2020"
"1295","Oryol Oblast",24,3,0,21,"15:57 10 April 2020"
"1296","Tver Oblast",24,3,0,21,"15:57 10 April 2020"
"1297","Arkhangelsk Oblast",24,4,0,20,"15:57 10 April 2020"
"1298","Kalmykia",23,5,0,18,"15:57 10 April 2020"
"1299","Tyumen Oblast",22,4,0,18,"15:57 10 April 2020"
"1300","Chechnya",22,15,1,6,"15:57 10 April 2020"
"1301","Altai Krai",21,0,0,21,"15:57 10 April 2020"
"1302","Astrakhan Oblast",21,0,0,21,"15:57 10 April 2020"
"1303","Irkutsk Oblast",21,0,2,19,"15:57 10 April 2020"
"1304","Kursk Oblast",21,3,0,18,"15:57 10 April 2020"
"1305","Novosibirsk Oblast",21,8,0,13,"15:57 10 April 2020"
"1306","Adygea",20,2,0,18,"15:57 10 April 2020"
"1307","Primorsky Krai",20,2,2,16,"15:57 10 April 2020"
"1308","Samara Oblast",20,11,0,9,"15:57 10 April 2020"
"1309","Mordovia",19,3,0,16,"15:57 10 April 2020"
"1310","Kaluga Oblast",18,2,0,16,"15:57 10 April 2020"
"1311","Novgorod Oblast",18,3,0,15,"15:57 10 April 2020"
"1312","Omsk Oblast",17,3,0,14,"15:57 10 April 2020"
"1313","Pskov Oblast",16,5,2,9,"15:57 10 April 2020"
"1314","Yakutia",16,10,0,6,"15:57 10 April 2020"
"1315","Kostroma Oblast",15,3,1,11,"15:57 10 April 2020"
"1316","Smolensk Oblast",13,1,0,12,"15:57 10 April 2020"
"1317","Yaroslavl Oblast",13,2,0,11,"15:57 10 April 2020"
"1318","Udmurtia",11,3,0,8,"15:57 10 April 2020"
"1319","Kemerovo Oblast",11,3,0,8,"15:57 10 April 2020"
"1320","Sakhalin Oblast",11,4,0,7,"15:57 10 April 2020"
"1321","Karachay-Cherkessia",9,0,0,9,"15:57 10 April 2020"
"1322","Khakassia",9,3,0,6,"15:57 10 April 2020"
"1323","Jewish Autonomous Oblast",8,0,0,8,"15:57 10 April 2020"
"1324","Tuva",6,0,0,6,"15:57 10 April 2020"
"1325","Kamchatka Krai",5,0,0,5,"15:57 10 April 2020"
"1326","Sevastopol",5,2,0,3,"15:57 10 April 2020"
"1327","Zabaykalsky Krai",4,1,0,3,"15:57 10 April 2020"
"1328","Amur Oblast",4,1,0,3,"15:57 10 April 2020"
"1329","Tomsk Oblast",4,1,0,3,"15:57 10 April 2020"
"1330","Kurgan Oblast",3,1,0,2,"15:57 10 April 2020"
"1331","Republic of Karelia",2,0,0,2,"15:57 10 April 2020"
"1332","Magadan Oblast",1,1,0,0,"15:57 10 April 2020"
"1333","Moscow",8852,499,58,8294,"14:03 11 April 2020"
"1334","Moscow Oblast",1082,69,14,999,"14:03 11 April 2020"
"1335","Saint Petersburg",488,74,4,410,"14:03 11 April 2020"
"1336","Komi Republic",208,1,3,204,"14:03 11 April 2020"
"1337","Nizhny Novgorod Oblast",152,14,1,135,"14:03 11 April 2020"
"1338","Krasnodar Krai",138,25,3,110,"14:03 11 April 2020"
"1339","Leningrad Oblast",134,3,0,131,"14:03 11 April 2020"
"1340","Bryansk Oblast",123,3,0,120,"14:03 11 April 2020"
"1341","Dagestan",84,4,0,80,"14:03 11 April 2020"
"1342","Sverdlovsk Oblast",74,32,0,42,"14:03 11 April 2020"
"1343","Tatarstan",73,11,0,62,"14:03 11 April 2020"
"1344","Buryatia",73,14,1,58,"14:03 11 April 2020"
"1345","Tula Oblast",71,9,0,62,"14:03 11 April 2020"
"1346","Penza Oblast",67,1,1,65,"14:03 11 April 2020"
"1347","Murmansk Oblast",67,6,0,61,"14:03 11 April 2020"
"1348","Stavropol Krai",66,9,2,55,"14:03 11 April 2020"
"1349","Bashkortostan",65,7,0,58,"14:03 11 April 2020"
"1350","Kaliningrad Oblast",65,12,1,52,"14:03 11 April 2020"
"1351","Mari El",63,3,1,59,"14:03 11 April 2020"
"1352","Ulyanovsk Oblast",62,2,0,60,"14:03 11 April 2020"
"1353","Ivanovo Oblast",62,7,0,55,"14:03 11 April 2020"
"1354","Krasnoyarsk Krai",60,8,0,52,"14:03 11 April 2020"
"1355","Lipetsk Oblast",58,10,0,48,"14:03 11 April 2020"
"1356","Ryazan Oblast",55,4,0,51,"14:03 11 April 2020"
"1357","Yamalo-Nenets Autonomous Okrug",50,0,1,49,"14:03 11 April 2020"
"1358","Vladimir Oblast",48,1,1,46,"14:03 11 April 2020"
"1359","Perm Krai",45,15,3,27,"14:03 11 April 2020"
"1360","Kursk Oblast",42,3,0,39,"14:03 11 April 2020"
"1361","Khanty-Mansi Autonomous Okrug",41,5,0,36,"14:03 11 April 2020"
"1362","Chelyabinsk Oblast",40,10,0,30,"14:03 11 April 2020"
"1363","Vologda Oblast",39,0,0,39,"14:03 11 April 2020"
"1364","Chuvashia",39,1,0,38,"14:03 11 April 2020"
"1365","Rostov Oblast",38,2,0,36,"14:03 11 April 2020"
"1366","Voronezh Oblast",37,10,0,27,"14:03 11 April 2020"
"1367","Saratov Oblast",35,2,0,33,"14:03 11 April 2020"
"1368","Kirov Oblast",35,9,0,26,"14:03 11 April 2020"
"1369","Volgograd Oblast",33,5,0,28,"14:03 11 April 2020"
"1370","Tambov Oblast",33,6,0,27,"14:03 11 April 2020"
"1371","Kalmykia",32,5,0,27,"14:03 11 April 2020"
"1372","Tver Oblast",31,3,0,28,"14:03 11 April 2020"
"1373","Kabardino-Balkaria",30,2,0,28,"14:03 11 April 2020"
"1374","Tyumen Oblast",30,4,0,26,"14:03 11 April 2020"
"1375","Chechnya",30,15,1,14,"14:03 11 April 2020"
"1376","Ingushetia",29,0,0,29,"14:03 11 April 2020"
"1377","Altai Krai",29,2,0,27,"14:03 11 April 2020"
"1378","Oryol Oblast",29,3,0,26,"14:03 11 April 2020"
"1379","Republic of Crimea",29,7,0,22,"14:03 11 April 2020"
"1380","Khabarovsk Krai",29,7,2,20,"14:03 11 April 2020"
"1381","Novosibirsk Oblast",28,10,0,18,"14:03 11 April 2020"
"1382","North Ossetia-Alania",27,1,1,25,"14:03 11 April 2020"
"1383","Belgorod Oblast",26,2,0,24,"14:03 11 April 2020"
"1384","Orenburg Oblast",25,4,1,20,"14:03 11 April 2020"
"1385","Kaluga Oblast",24,3,0,21,"14:03 11 April 2020"
"1386","Arkhangelsk Oblast",24,5,0,19,"14:03 11 April 2020"
"1387","Irkutsk Oblast",23,0,2,21,"14:03 11 April 2020"
"1388","Primorsky Krai",23,2,2,19,"14:03 11 April 2020"
"1389","Astrakhan Oblast",21,0,0,21,"14:03 11 April 2020"
"1390","Samara Oblast",21,14,0,7,"14:03 11 April 2020"
"1391","Adygea",20,2,0,18,"14:03 11 April 2020"
"1392","Mordovia",19,4,0,15,"14:03 11 April 2020"
"1393","Yakutia",19,13,0,6,"14:03 11 April 2020"
"1394","Novgorod Oblast",18,4,0,14,"14:03 11 April 2020"
"1395","Smolensk Oblast",17,1,0,16,"14:03 11 April 2020"
"1396","Omsk Oblast",17,3,0,14,"14:03 11 April 2020"
"1397","Pskov Oblast",16,6,2,8,"14:03 11 April 2020"
"1398","Kostroma Oblast",15,3,1,11,"14:03 11 April 2020"
"1399","Yaroslavl Oblast",13,2,0,11,"14:03 11 April 2020"
"1400","Khakassia",12,3,0,9,"14:03 11 April 2020"
"1401","Kemerovo Oblast",12,3,0,9,"14:03 11 April 2020"
"1402","Udmurtia",11,3,0,8,"14:03 11 April 2020"
"1403","Sakhalin Oblast",11,4,0,7,"14:03 11 April 2020"
"1404","Kamchatka Krai",10,0,0,10,"14:03 11 April 2020"
"1405","Karachay-Cherkessia",9,0,0,9,"14:03 11 April 2020"
"1406","Jewish Autonomous Oblast",8,0,0,8,"14:03 11 April 2020"
"1407","Tuva",6,0,0,6,"14:03 11 April 2020"
"1408","Amur Oblast",6,1,0,5,"14:03 11 April 2020"
"1409","Sevastopol",6,2,0,4,"14:03 11 April 2020"
"1410","Zabaykalsky Krai",4,1,0,3,"14:03 11 April 2020"
"1411","Tomsk Oblast",4,3,0,1,"14:03 11 April 2020"
"1412","Kurgan Oblast",3,1,0,2,"14:03 11 April 2020"
"1413","Republic of Karelia",2,0,0,2,"14:03 11 April 2020"
"1414","Magadan Oblast",1,1,0,0,"14:03 11 April 2020"
"1415","Moscow",10158,687,72,9398,"14:46 12 April 2020"
"1416","Moscow Oblast",1360,75,18,1267,"14:46 12 April 2020"
"1417","Saint Petersburg",557,74,4,479,"14:46 12 April 2020"
"1418","Komi Republic",208,1,3,204,"14:46 12 April 2020"
"1419","Nizhny Novgorod Oblast",194,14,1,177,"14:46 12 April 2020"
"1420","Krasnodar Krai",169,25,3,141,"14:46 12 April 2020"
"1421","Bryansk Oblast",141,3,0,138,"14:46 12 April 2020"
"1422","Leningrad Oblast",139,3,0,136,"14:46 12 April 2020"
"1423","Krasnoyarsk Krai",85,8,0,77,"14:46 12 April 2020"
"1424","Bashkortostan",84,7,1,76,"14:46 12 April 2020"
"1425","Dagestan",84,9,0,75,"14:46 12 April 2020"
"1426","Ivanovo Oblast",80,7,0,73,"14:46 12 April 2020"
"1427","Sverdlovsk Oblast",78,35,0,43,"14:46 12 April 2020"
"1428","Buryatia",77,15,1,61,"14:46 12 April 2020"
"1429","Tula Oblast",74,9,0,65,"14:46 12 April 2020"
"1430","Stavropol Krai",74,10,2,62,"14:46 12 April 2020"
"1431","Tatarstan",73,14,0,59,"14:46 12 April 2020"
"1432","Vladimir Oblast",71,1,1,69,"14:46 12 April 2020"
"1433","Ryazan Oblast",71,4,0,67,"14:46 12 April 2020"
"1434","Ulyanovsk Oblast",70,2,0,68,"14:46 12 April 2020"
"1435","Mari El",70,5,1,64,"14:46 12 April 2020"
"1436","Kaliningrad Oblast",70,16,1,53,"14:46 12 April 2020"
"1437","Penza Oblast",67,1,1,65,"14:46 12 April 2020"
"1438","Murmansk Oblast",67,6,0,61,"14:46 12 April 2020"
"1439","Lipetsk Oblast",63,10,0,53,"14:46 12 April 2020"
"1440","Yamalo-Nenets Autonomous Okrug",62,0,1,61,"14:46 12 April 2020"
"1441","Perm Krai",60,15,3,42,"14:46 12 April 2020"
"1442","Rostov Oblast",52,4,0,48,"14:46 12 April 2020"
"1443","Chuvashia",50,2,0,48,"14:46 12 April 2020"
"1444","Voronezh Oblast",49,12,0,37,"14:46 12 April 2020"
"1445","Tambov Oblast",48,6,0,42,"14:46 12 April 2020"
"1446","Chechnya",47,15,3,29,"14:46 12 April 2020"
"1447","Kursk Oblast",43,3,0,40,"14:46 12 April 2020"
"1448","Vologda Oblast",42,0,0,42,"14:46 12 April 2020"
"1449","Saratov Oblast",42,2,0,40,"14:46 12 April 2020"
"1450","Mordovia",42,4,0,38,"14:46 12 April 2020"
"1451","Khanty-Mansi Autonomous Okrug",41,5,0,36,"14:46 12 April 2020"
"1452","Chelyabinsk Oblast",40,11,0,29,"14:46 12 April 2020"
"1453","Tyumen Oblast",39,8,0,31,"14:46 12 April 2020"
"1454","Volgograd Oblast",38,7,0,31,"14:46 12 April 2020"
"1455","Kirov Oblast",36,9,0,27,"14:46 12 April 2020"
"1456","Kabardino-Balkaria",35,3,0,32,"14:46 12 April 2020"
"1457","North Ossetia-Alania",34,1,1,32,"14:46 12 April 2020"
"1458","Kalmykia",32,5,0,27,"14:46 12 April 2020"
"1459","Belgorod Oblast",31,3,0,28,"14:46 12 April 2020"
"1460","Tver Oblast",31,3,0,28,"14:46 12 April 2020"
"1461","Republic of Crimea",31,12,0,19,"14:46 12 April 2020"
"1462","Astrakhan Oblast",29,0,0,29,"14:46 12 April 2020"
"1463","Ingushetia",29,0,1,28,"14:46 12 April 2020"
"1464","Altai Krai",29,3,0,26,"14:46 12 April 2020"
"1465","Oryol Oblast",29,3,0,26,"14:46 12 April 2020"
"1466","Khabarovsk Krai",29,7,2,20,"14:46 12 April 2020"
"1467","Irkutsk Oblast",28,0,2,26,"14:46 12 April 2020"
"1468","Novosibirsk Oblast",28,10,0,18,"14:46 12 April 2020"
"1469","Yaroslavl Oblast",27,3,0,24,"14:46 12 April 2020"
"1470","Orenburg Oblast",25,5,1,19,"14:46 12 April 2020"
"1471","Primorsky Krai",24,2,2,20,"14:46 12 April 2020"
"1472","Arkhangelsk Oblast",24,5,0,19,"14:46 12 April 2020"
"1473","Kaluga Oblast",24,5,0,19,"14:46 12 April 2020"
"1474","Samara Oblast",24,14,0,10,"14:46 12 April 2020"
"1475","Yakutia",22,13,0,9,"14:46 12 April 2020"
"1476","Adygea",20,5,0,15,"14:46 12 April 2020"
"1477","Omsk Oblast",19,5,0,14,"14:46 12 April 2020"
"1478","Novgorod Oblast",18,4,0,14,"14:46 12 April 2020"
"1479","Kostroma Oblast",18,3,2,13,"14:46 12 April 2020"
"1480","Amur Oblast",17,1,0,16,"14:46 12 April 2020"
"1481","Smolensk Oblast",17,1,1,15,"14:46 12 April 2020"
"1482","Pskov Oblast",16,6,2,8,"14:46 12 April 2020"
"1483","Udmurtia",13,3,0,10,"14:46 12 April 2020"
"1484","Khakassia",12,3,0,9,"14:46 12 April 2020"
"1485","Kemerovo Oblast",12,3,0,9,"14:46 12 April 2020"
"1486","Karachay-Cherkessia",11,0,0,11,"14:46 12 April 2020"
"1487","Sakhalin Oblast",11,4,0,7,"14:46 12 April 2020"
"1488","Kamchatka Krai",10,0,0,10,"14:46 12 April 2020"
"1489","Jewish Autonomous Oblast",8,0,0,8,"14:46 12 April 2020"
"1490","Zabaykalsky Krai",8,1,0,7,"14:46 12 April 2020"
"1491","Tuva",6,0,0,6,"14:46 12 April 2020"
"1492","Sevastopol",6,2,0,4,"14:46 12 April 2020"
"1493","Kurgan Oblast",4,1,0,3,"14:46 12 April 2020"
"1494","Tomsk Oblast",4,3,0,1,"14:46 12 April 2020"
"1495","Republic of Karelia",2,0,0,2,"14:46 12 April 2020"
"1496","Magadan Oblast",1,1,0,0,"14:46 12 April 2020"
"1497","Moscow",11513,837,82,10594,"18:26 13 April 2020"
"1498","Moscow Oblast",1855,75,19,1761,"18:26 13 April 2020"
"1499","Saint Petersburg",678,78,4,596,"18:26 13 April 2020"
"1500","Nizhny Novgorod Oblast",224,20,4,200,"18:26 13 April 2020"
"1501","Krasnodar Krai",210,28,3,179,"18:26 13 April 2020"
"1502","Komi Republic",208,1,3,204,"18:26 13 April 2020"
"1503","Leningrad Oblast",155,3,0,152,"18:26 13 April 2020"
"1504","Bryansk Oblast",142,3,0,139,"18:26 13 April 2020"
"1505","Murmansk Oblast",128,10,1,117,"18:26 13 April 2020"
"1506","Krasnoyarsk Krai",110,8,0,102,"18:26 13 April 2020"
"1507","Bashkortostan",107,7,1,99,"18:26 13 April 2020"
"1508","Ryazan Oblast",89,4,0,85,"18:26 13 April 2020"
"1509","Ulyanovsk Oblast",86,2,0,84,"18:26 13 April 2020"
"1510","Ivanovo Oblast",86,7,0,79,"18:26 13 April 2020"
"1511","Stavropol Krai",86,10,2,74,"18:26 13 April 2020"
"1512","Buryatia",86,17,1,68,"18:26 13 April 2020"
"1513","Tula Oblast",85,13,0,72,"18:26 13 April 2020"
"1514","Sverdlovsk Oblast",85,35,0,50,"18:26 13 April 2020"
"1515","Penza Oblast",84,1,1,82,"18:26 13 April 2020"
"1516","Vladimir Oblast",84,1,1,82,"18:26 13 April 2020"
"1517","Dagestan",84,9,0,75,"18:26 13 April 2020"
"1518","Tatarstan",84,14,0,70,"18:26 13 April 2020"
"1519","Mari El",80,5,1,74,"18:26 13 April 2020"
"1520","Rostov Oblast",78,5,0,73,"18:26 13 April 2020"
"1521","Tver Oblast",75,3,0,72,"18:26 13 April 2020"
"1522","Kaliningrad Oblast",74,16,1,57,"18:26 13 April 2020"
"1523","Lipetsk Oblast",69,10,0,59,"18:26 13 April 2020"
"1524","Yamalo-Nenets Autonomous Okrug",66,0,1,65,"18:26 13 April 2020"
"1525","Chuvashia",65,2,0,63,"18:26 13 April 2020"
"1526","Voronezh Oblast",60,12,0,48,"18:26 13 April 2020"
"1527","Perm Krai",60,15,3,42,"18:26 13 April 2020"
"1528","Kursk Oblast",58,3,0,55,"18:26 13 April 2020"
"1529","Mordovia",58,4,0,54,"18:26 13 April 2020"
"1530","Khabarovsk Krai",54,7,2,45,"18:26 13 April 2020"
"1531","Tyumen Oblast",53,9,0,44,"18:26 13 April 2020"
"1532","Kirov Oblast",51,9,0,42,"18:26 13 April 2020"
"1533","Kabardino-Balkaria",50,3,0,47,"18:26 13 April 2020"
"1534","Chechnya",49,15,5,29,"18:26 13 April 2020"
"1535","Tambov Oblast",48,6,0,42,"18:26 13 April 2020"
"1536","Orenburg Oblast",45,5,1,39,"18:26 13 April 2020"
"1537","Volgograd Oblast",44,7,0,37,"18:26 13 April 2020"
"1538","Saratov Oblast",44,2,0,42,"18:26 13 April 2020"
"1539","Vologda Oblast",43,0,0,43,"18:26 13 April 2020"
"1540","Chelyabinsk Oblast",43,12,0,31,"18:26 13 April 2020"
"1541","Khanty-Mansi Autonomous Okrug",41,5,0,36,"18:26 13 April 2020"
"1542","Novosibirsk Oblast",36,10,0,26,"18:26 13 April 2020"
"1543","Irkutsk Oblast",35,3,2,30,"18:26 13 April 2020"
"1544","Ingushetia",34,0,1,33,"18:26 13 April 2020"
"1545","North Ossetia-Alania",34,1,2,31,"18:26 13 April 2020"
"1546","Oryol Oblast",34,3,0,31,"18:26 13 April 2020"
"1547","Kaluga Oblast",34,5,0,29,"18:26 13 April 2020"
"1548","Kalmykia",32,5,0,27,"18:26 13 April 2020"
"1549","Republic of Crimea",32,12,0,20,"18:26 13 April 2020"
"1550","Altai Krai",31,3,0,28,"18:26 13 April 2020"
"1551","Belgorod Oblast",31,3,0,28,"18:26 13 April 2020"
"1552","Arkhangelsk Oblast",31,5,0,26,"18:26 13 April 2020"
"1553","Astrakhan Oblast",30,0,0,30,"18:26 13 April 2020"
"1554","Samara Oblast",29,14,0,15,"18:26 13 April 2020"
"1555","Primorsky Krai",28,2,2,24,"18:26 13 April 2020"
"1556","Yaroslavl Oblast",27,3,0,24,"18:26 13 April 2020"
"1557","Novgorod Oblast",26,4,0,22,"18:26 13 April 2020"
"1558","Yakutia",25,13,0,12,"18:26 13 April 2020"
"1559","Smolensk Oblast",21,1,1,19,"18:26 13 April 2020"
"1560","Pskov Oblast",21,6,2,13,"18:26 13 April 2020"
"1561","Adygea",20,5,0,15,"18:26 13 April 2020"
"1562","Omsk Oblast",20,5,0,15,"18:26 13 April 2020"
"1563","Kostroma Oblast",18,3,2,13,"18:26 13 April 2020"
"1564","Zabaykalsky Krai",14,1,0,13,"18:26 13 April 2020"
"1565","Kemerovo Oblast",14,3,0,11,"18:26 13 April 2020"
"1566","Karachay-Cherkessia",13,0,0,13,"18:26 13 April 2020"
"1567","Udmurtia",13,3,0,10,"18:26 13 April 2020"
"1568","Khakassia",12,3,0,9,"18:26 13 April 2020"
"1569","Sakhalin Oblast",11,6,0,5,"18:26 13 April 2020"
"1570","Kamchatka Krai",10,0,0,10,"18:26 13 April 2020"
"1571","Jewish Autonomous Oblast",9,0,0,9,"18:26 13 April 2020"
"1572","Tomsk Oblast",8,3,0,5,"18:26 13 April 2020"
"1573","Tuva",6,0,0,6,"18:26 13 April 2020"
"1574","Amur Oblast",6,1,0,5,"18:26 13 April 2020"
"1575","Sevastopol",6,2,0,4,"18:26 13 April 2020"
"1576","Kurgan Oblast",4,1,0,3,"18:26 13 April 2020"
"1577","Republic of Karelia",3,0,0,3,"18:26 13 April 2020"
"1578","Magadan Oblast",2,1,0,1,"18:26 13 April 2020"
"1579","Moscow",13002,1016,95,11890,"14:51 14 April 2020"
"1580","Moscow Oblast",2315,75,24,2216,"14:51 14 April 2020"
"1581","Saint Petersburg",799,78,4,717,"14:51 14 April 2020"
"1582","Komi Republic",305,1,3,301,"14:51 14 April 2020"
"1583","Nizhny Novgorod Oblast",292,20,4,266,"14:51 14 April 2020"
"1584","Krasnodar Krai",215,32,3,180,"14:51 14 April 2020"
"1585","Leningrad Oblast",190,5,0,185,"14:51 14 April 2020"
"1586","Bryansk Oblast",142,7,0,135,"14:51 14 April 2020"
"1587","Krasnoyarsk Krai",131,17,0,114,"14:51 14 April 2020"
"1588","Bashkortostan",129,9,3,117,"14:51 14 April 2020"
"1589","Murmansk Oblast",128,10,1,117,"14:51 14 April 2020"
"1590","Ryazan Oblast",116,4,0,112,"14:51 14 April 2020"
"1591","Tatarstan",107,14,0,93,"14:51 14 April 2020"
"1592","Vladimir Oblast",100,1,2,97,"14:51 14 April 2020"
"1593","Dagestan",100,9,0,91,"14:51 14 April 2020"
"1594","Rostov Oblast",98,5,0,93,"14:51 14 April 2020"
"1595","Ivanovo Oblast",96,8,0,88,"14:51 14 April 2020"
"1596","Stavropol Krai",95,10,2,83,"14:51 14 April 2020"
"1597","Sverdlovsk Oblast",93,37,0,56,"14:51 14 April 2020"
"1598","Buryatia",92,22,2,68,"14:51 14 April 2020"
"1599","Mari El",91,5,1,85,"14:51 14 April 2020"
"1600","Perm Krai",87,16,3,68,"14:51 14 April 2020"
"1601","Ulyanovsk Oblast",86,2,0,84,"14:51 14 April 2020"
"1602","Tula Oblast",85,13,0,72,"14:51 14 April 2020"
"1603","Penza Oblast",84,1,1,82,"14:51 14 April 2020"
"1604","Tambov Oblast",83,6,0,77,"14:51 14 April 2020"
"1605","Kaliningrad Oblast",79,16,1,62,"14:51 14 April 2020"
"1606","Tver Oblast",75,3,0,72,"14:51 14 April 2020"
"1607","Lipetsk Oblast",74,12,0,62,"14:51 14 April 2020"
"1608","Mordovia",71,4,0,67,"14:51 14 April 2020"
"1609","Voronezh Oblast",68,16,1,51,"14:51 14 April 2020"
"1610","Tyumen Oblast",67,9,0,58,"14:51 14 April 2020"
"1611","Yamalo-Nenets Autonomous Okrug",66,0,1,65,"14:51 14 April 2020"
"1612","Chuvashia",65,2,0,63,"14:51 14 April 2020"
"1613","Chechnya",64,15,5,44,"14:51 14 April 2020"
"1614","Kursk Oblast",58,3,0,55,"14:51 14 April 2020"
"1615","Khanty-Mansi Autonomous Okrug",56,5,0,51,"14:51 14 April 2020"
"1616","Smolensk Oblast",55,1,1,53,"14:51 14 April 2020"
"1617","Khabarovsk Krai",54,7,2,45,"14:51 14 April 2020"
"1618","Orenburg Oblast",53,6,1,47,"14:51 14 April 2020"
"1619","North Ossetia-Alania",52,1,2,49,"14:51 14 April 2020"
"1620","Kirov Oblast",51,9,0,42,"14:51 14 April 2020"
"1621","Vologda Oblast",50,0,0,50,"14:51 14 April 2020"
"1622","Kabardino-Balkaria",50,3,0,47,"14:51 14 April 2020"
"1623","Kaluga Oblast",49,5,0,44,"14:51 14 April 2020"
"1624","Saratov Oblast",49,6,0,43,"14:51 14 April 2020"
"1625","Chelyabinsk Oblast",48,12,0,36,"14:51 14 April 2020"
"1626","Volgograd Oblast",46,7,0,39,"14:51 14 April 2020"
"1627","Belgorod Oblast",41,3,0,38,"14:51 14 April 2020"
"1628","Oryol Oblast",41,3,0,38,"14:51 14 April 2020"
"1629","Samara Oblast",40,14,0,26,"14:51 14 April 2020"
"1630","Irkutsk Oblast",39,3,2,34,"14:51 14 April 2020"
"1631","Altai Krai",36,3,0,33,"14:51 14 April 2020"
"1632","Novosibirsk Oblast",36,10,0,26,"14:51 14 April 2020"
"1633","Ingushetia",34,0,1,33,"14:51 14 April 2020"
"1634","Primorsky Krai",32,3,2,27,"14:51 14 April 2020"
"1635","Arkhangelsk Oblast",32,5,0,27,"14:51 14 April 2020"
"1636","Kalmykia",32,9,0,23,"14:51 14 April 2020"
"1637","Republic of Crimea",32,12,0,20,"14:51 14 April 2020"
"1638","Astrakhan Oblast",30,0,0,30,"14:51 14 April 2020"
"1639","Adygea",27,6,0,21,"14:51 14 April 2020"
